"","X","Pub.Date","Top.Stories","URL","Entity.MP","Entity.Province","Entity.Infrastructure","Entity.Healthcare","Entity.Police","Entity.Education","Entity.Politics","Entity.Extractive.Industry","Entity.Agriculture.Livestock","Entity.Defence","Entity.Tourism"
"1008",1008,"February 7, 2023","Huon Gulf village to host rehabilitation mangrove program","https://www.postcourier.com.pg/huon-gulf-village-to-host-rehabilitation-mangrove-program/",NA,"Morobe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009",1009,"February 7, 2023","North Fly school looks to solar energy","https://www.postcourier.com.pg/north-fly-school-looks-to-solar-energy/","Donald",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1010",1010,"February 7, 2023","Morobe launches aviation company","https://www.postcourier.com.pg/morobe-launches-aviation-company/","Wenge","Morobe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011",1011,"February 7, 2023","Big plans for Boroko","https://www.postcourier.com.pg/big-plans-for-boroko/","Parkop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012",1012,"February 7, 2023","Catholic Professionals: Suspension of school heads unrealistic","https://www.postcourier.com.pg/catholic-professionals-suspension-of-school-heads-unrealistic/","Marape",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1013",1013,"February 7, 2023","Bystander not so lucky","https://www.postcourier.com.pg/bystander-not-so-lucky/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014",1014,"February 6, 2023","University signs agreement with joint forces academy","https://www.postcourier.com.pg/university-signs-agreement-with-joint-forces-academy/","Not",NA,NA,NA,NA,"Tertiary Institution",NA,NA,NA,"Defence",NA
"1015",1015,"February 6, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-237/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016",1016,"February 6, 2023","PNGDF responds to shooting","https://www.postcourier.com.pg/pngdf-responds-to-shooting/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1017",1017,"February 6, 2023","People to vote PM","https://www.postcourier.com.pg/people-to-vote-pm/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1018",1018,"February 6, 2023","Desperate for jobs","https://www.postcourier.com.pg/desperate-for-jobs/","Douglas",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1019",1019,"February 6, 2023","Population outgrows job market, says Barker","https://www.postcourier.com.pg/population-outgrows-job-market-says-barker/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020",1020,"February 6, 2023","â€˜University not in business of turning students awayâ€™","https://www.postcourier.com.pg/university-not-in-business-of-turning-students-away/","Marape",NA,NA,NA,NA,"Tertiary Institution","Politics",NA,NA,NA,NA
"1021",1021,"February 6, 2023","Court refuses MPâ€™s application","https://www.postcourier.com.pg/court-refuses-mps-application/","Joseph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022",1022,"February 6, 2023","Nicholas is Miss Pacific Islands 2023","https://www.postcourier.com.pg/nicholas-is-miss-pacific-islands-2023/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023",1023,"February 6, 2023","Opposition: Too much talk, very little action","https://www.postcourier.com.pg/opposition-too-much-talk-very-little-action/","Tomuriesa",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1024",1024,"February 3, 2023","Gerehu hospital lacks facilities and equipment","https://www.postcourier.com.pg/gerehu-hospital-lacks-facilities-and-equipment/","Steven",NA,NA,"Hospital",NA,NA,NA,NA,NA,NA,NA
"1025",1025,"February 3, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-236/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026",1026,"February 3, 2023","Polye slams university decision on Filipino","https://www.postcourier.com.pg/polye-slams-university-decision-on-filipino/","Francis",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1027",1027,"February 3, 2023","Soldiers recovering after ambush","https://www.postcourier.com.pg/soldiers-recovering-after-ambush/","John",NA,NA,NA,NA,NA,NA,NA,NA,"soldiers",NA
"1028",1028,"February 3, 2023","DWU student safety a  top priority","https://www.postcourier.com.pg/dwu-student-safety-a-top-priority/","Philip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029",1029,"February 3, 2023","More disparities in Wanzing case","https://www.postcourier.com.pg/more-disparities-in-wanzing-case/","Tom",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1030",1030,"February 3, 2023","Nawaeb welcomes pioneer grade 11s","https://www.postcourier.com.pg/nawaeb-welcomes-pioneer-grade-11s/","Wenge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031",1031,"February 3, 2023","Wagambie: Stop impersonating cops","https://www.postcourier.com.pg/wagambie-stop-impersonating-cops/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032",1032,"February 3, 2023","Vendors say they were forced to swim","https://www.postcourier.com.pg/vendors-say-they-were-forced-to-swim/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033",1033,"February 3, 2023","Ubase: Government committed to fight violence","https://www.postcourier.com.pg/ubase-government-committed-to-fight-violence/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1034",1034,"February 3, 2023","41 saved at sea off Basamuk","https://www.postcourier.com.pg/41-saved-at-sea-off-basamuk/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035",1035,"February 2, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-235/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036",1036,"February 2, 2023","Government announces inquiry into elections","https://www.postcourier.com.pg/government-announces-inquiry-into-elections/","Bird",NA,NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"1037",1037,"February 2, 2023","Stop sleepovers for daughters","https://www.postcourier.com.pg/stop-sleepovers-for-daughters/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038",1038,"February 2, 2023","Kapao in dire need of health services","https://www.postcourier.com.pg/kapao-in-dire-need-of-health-services/","Loifa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039",1039,"February 2, 2023","Board terminates Bradshaw","https://www.postcourier.com.pg/board-terminates-bradshaw/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040",1040,"February 2, 2023","Parkop to resume duties","https://www.postcourier.com.pg/parkop-to-resume-duties/","Parkop","National Capital District",NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1041",1041,"February 2, 2023","Gerehu primary welcomes support","https://www.postcourier.com.pg/gerehu-primary-welcomes-support/","Philip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042",1042,"February 2, 2023","More than 40 students rejected in 1-6-6 trial","https://www.postcourier.com.pg/more-than-40-students-rejected-in-1-6-6-trial/","Lucas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043",1043,"February 2, 2023","Maseratis remain unsold","https://www.postcourier.com.pg/maseratis-remain-unsold/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044",1044,"February 2, 2023","Department and operational headquarters to be separated: Akipe","https://www.postcourier.com.pg/department-and-operational-headquarters-to-be-separated-akipe/","John",NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"1045",1045,"February 2, 2023","Dedication service to strengthen students, staff members faith","https://www.postcourier.com.pg/dedication-service-to-strengthen-students-staff-members-faith/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046",1046,"February 2, 2023","FODE expects to enrol over 100,000","https://www.postcourier.com.pg/fode-expects-to-enrol-over-100000/","Marape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047",1047,"February 2, 2023","By birth, Roselyn is entitled to services in the country: Immigration","https://www.postcourier.com.pg/by-birth-roselyn-is-entitled-to-services-in-the-country-immigration/","Francis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048",1048,"February 2, 2023","Waterless schools receive funding","https://www.postcourier.com.pg/waterless-schools-receive-funding/",NA,NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1049",1049,"February 1, 2023","Start of school successful in Morobe","https://www.postcourier.com.pg/start-of-school-successful-in-morobe/","John","Morobe",NA,NA,NA,"School",NA,NA,NA,NA,NA
"1050",1050,"February 1, 2023","Police arrest students drug suspects","https://www.postcourier.com.pg/police-arrest-students-drug-suspects/",NA,NA,NA,NA,"Police",NA,NA,NA,NA,NA,NA
"1051",1051,"February 1, 2023","Remembering the battle","https://www.postcourier.com.pg/remembering-the-battle/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soldiers",NA
"1052",1052,"February 1, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-234/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053",1053,"February 1, 2023","Fire service to hold talks to establish station in Buka","https://www.postcourier.com.pg/fire-service-to-hold-talks-to-establish-station-in-buka/","Tsiamalili",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1054",1054,"February 1, 2023","Another milestone for Saroa family","https://www.postcourier.com.pg/another-milestone-for-saroa-family/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1055",1055,"February 1, 2023","Vanimo power station intact","https://www.postcourier.com.pg/vanimo-power-station-intact/",NA,"West Sepik",NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"1056",1056,"February 1, 2023","High number of sorcery cases in Enga","https://www.postcourier.com.pg/high-number-of-sorcery-cases-in-enga/",NA,"Enga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057",1057,"February 1, 2023","Barker: Corruption scares investors","https://www.postcourier.com.pg/barker-corruption-scares-investors/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058",1058,"February 1, 2023","PNG a highly corrupt country","https://www.postcourier.com.pg/png-a-highly-corrupt-country/","Peter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059",1059,"February 1, 2023","National Education Board sets fees","https://www.postcourier.com.pg/national-education-board-sets-fees/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060",1060,"February 1, 2023","Survivor returns home","https://www.postcourier.com.pg/survivor-returns-home/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061",1061,"January 31, 2023","Yus high school not ready for grade nine intakes, says Tangui","https://www.postcourier.com.pg/yus-high-school-not-ready-for-grade-nine-intakes-says-tangui/","Basa",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1062",1062,"January 31, 2023","Early detection can save lives","https://www.postcourier.com.pg/early-detection-can-save-lives/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1063,"January 31, 2023","BSP: Digital banking way to cut lines","https://www.postcourier.com.pg/bsp-digital-banking-way-to-cut-lines/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",1064,"January 31, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-233/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065",1065,"January 31, 2023","Private school enrolments slow","https://www.postcourier.com.pg/private-school-enrolments-slow/",NA,NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1066",1066,"January 31, 2023","Moni Plus aids therapist","https://www.postcourier.com.pg/moni-plus-aids-therapist/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067",1067,"January 31, 2023","Cabinet to approve road names","https://www.postcourier.com.pg/cabinet-to-approve-road-names/","Marape",NA,"Road",NA,NA,NA,"Politics",NA,NA,NA,NA
"1068",1068,"January 31, 2023","Hospital lacks medication for eye cancer patients","https://www.postcourier.com.pg/hospital-lacks-medication-for-eye-cancer-patients/","Peter",NA,NA,"Hospital",NA,NA,NA,NA,NA,NA,NA
"1069",1069,"January 31, 2023","New monitors for hospital","https://www.postcourier.com.pg/new-monitors-for-hospital/","Sir",NA,NA,"Hospital",NA,NA,NA,NA,NA,NA,NA
"1070",1070,"January 31, 2023","New Ireland government  to implement Vagrancy Act","https://www.postcourier.com.pg/new-ireland-government-to-implement-vagrancy-act/","Wesley","New Ireland",NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1071",1071,"January 31, 2023","Authorities fail to use CCTV effectively to take ownership","https://www.postcourier.com.pg/authorities-fail-to-use-cctv-effectively-to-take-ownership/","Billy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072",1072,"January 31, 2023","PNG is the land of queues","https://www.postcourier.com.pg/png-is-the-land-of-queues/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073",1073,"January 30, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-232/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074",1074,"January 30, 2023","BSP is a unicorn in the region","https://www.postcourier.com.pg/bsp-is-a-unicorn-in-the-region/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",1075,"January 30, 2023","Guinness: Morobe police to hire from districts","https://www.postcourier.com.pg/guinness-morobe-police-to-hire-from-districts/","Paita","Morobe",NA,NA,"Police",NA,"Politics",NA,NA,NA,NA
"1076",1076,"January 30, 2023","Police to interview Dr Kwa","https://www.postcourier.com.pg/police-to-interview-dr-kwa/","David",NA,NA,NA,"Police",NA,NA,NA,NA,NA,NA
"1077",1077,"January 30, 2023","Singirok disappointed","https://www.postcourier.com.pg/singirok-disappointed/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"1078",1078,"January 30, 2023","Marape applauds Oâ€™Neill","https://www.postcourier.com.pg/marape-applauds-oneill/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1079",1079,"January 30, 2023","Oâ€™Neill sworn in as SHP assembly member","https://www.postcourier.com.pg/oneill-sworn-in-as-shp-assembly-member/","Marape","Southern Highlands",NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1080",1080,"January 30, 2023","Water PNG cuts water supply to schools","https://www.postcourier.com.pg/water-png-cuts-water-supply-to-schools/","Philip",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1081",1081,"January 30, 2023","Southern Highlands MPs unite","https://www.postcourier.com.pg/southern-highlands-mps-unite/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1082",1082,"January 30, 2023","Tangui: Schools miss out on 2022 subsidies","https://www.postcourier.com.pg/tangui-schools-miss-out-on-2022-subsidies0/","Uguro",NA,NA,NA,NA,"School","Politics",NA,NA,NA,NA
"1083",1083,"January 27, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-231/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084",1084,"January 27, 2023","Jets steal the show","https://www.postcourier.com.pg/jets-steal-the-show/","Gordon",NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1085",1085,"January 27, 2023","50th anniversary plaque unveiled","https://www.postcourier.com.pg/50th-anniversary-plaque-unveiled/","Philip",NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"1086",1086,"January 27, 2023","PNGDF, ADF bilateral ties continue","https://www.postcourier.com.pg/pngdf-adf-bilateral-ties-continue/","Gordon",NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"1087",1087,"January 27, 2023","Large amounts of monies spent on ghost projects","https://www.postcourier.com.pg/large-amounts-of-monies-spent-on-ghost-projects/","Kramer",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1088",1088,"January 27, 2023","Aussie fighter jets mark anniversary","https://www.postcourier.com.pg/aussie-fighter-jets-mark-anniversary/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"1089",1089,"January 27, 2023","Chinese businessman to be deported","https://www.postcourier.com.pg/chinese-businessman-to-be-deported/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090",1090,"January 27, 2023","Sad situation at cancer ward","https://www.postcourier.com.pg/sad-situation-at-cancer-ward/","James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091",1091,"January 27, 2023","Govt defends funding","https://www.postcourier.com.pg/govt-defends-funding/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1092",1092,"January 27, 2023","India appeals for short-term visa arrangements","https://www.postcourier.com.pg/india-appeals-for-short-term-visa-arrangements/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",1093,"January 26, 2023","PNGDF HQ turns 50 today","https://www.postcourier.com.pg/pngdf-hq-turns-50-today/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1094",1094,"January 26, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-230/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095",1095,"January 26, 2023","Soldiers reunite children with family","https://www.postcourier.com.pg/soldiers-reunite-children-with-family/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1096",1096,"January 26, 2023","Chamber commits to development, growth of city","https://www.postcourier.com.pg/chamber-commits-to-development-growth-of-city/","Wenge",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1097",1097,"January 26, 2023","Appreciate tireless efforts of officers: Sika","https://www.postcourier.com.pg/appreciate-tireless-efforts-of-officers-sika/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098",1098,"January 26, 2023","Trukai gets Hiri Moale naming rights","https://www.postcourier.com.pg/trukai-gets-hiri-moale-naming-rights/","Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",1099,"January 26, 2023","Project fees fund school ablution block at Gerehu","https://www.postcourier.com.pg/project-fees-fund-school-ablution-block-at-gerehu/","Not",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1100",1100,"January 26, 2023","â€˜Requirements unnecessaryâ€™","https://www.postcourier.com.pg/requirements-unnecessary/","Robert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101",1101,"January 26, 2023","Wenge goes back on commitment made","https://www.postcourier.com.pg/wenge-goes-back-on-commitment-made/","Wenge",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1102",1102,"January 26, 2023","Fighter jets in flyover to mark PNGDFâ€™s 50th","https://www.postcourier.com.pg/fighter-jets-in-flyover-to-mark-pngdfs-50th/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1103",1103,"January 26, 2023","K70M TESAS paid!","https://www.postcourier.com.pg/k70m-tesas-paid/","Polye",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1104",1104,"January 25, 2023","No rampage by soldiers: Report","https://www.postcourier.com.pg/no-rampage-by-soldiers-report0/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soldier",NA
"1105",1105,"January 25, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-229/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106",1106,"January 25, 2023","Immunisation rate drops","https://www.postcourier.com.pg/immunisation-rate-drops/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",1107,"January 25, 2023","Bart Philemon road opens to motorists","https://www.postcourier.com.pg/bart-philemon-road-opens-to-motorists/","Rosso",NA,"Road",NA,NA,NA,"Politics",NA,NA,NA,NA
"1108",1108,"January 25, 2023","Amuliâ€™s election null and void","https://www.postcourier.com.pg/amulis-election-null-and-void0/","Henry","Northern",NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1109",1109,"January 25, 2023","No funds for safe house","https://www.postcourier.com.pg/no-funds-for-safe-house/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",1110,"January 25, 2023","Feeder roads rehabilitation set: Basil","https://www.postcourier.com.pg/feeder-roads-rehabilitation-set-basil/","Not",NA,"Road",NA,NA,NA,"Politics",NA,NA,NA,NA
"1111",1111,"January 25, 2023","No new army recruitment  until mid-year: Col Esso","https://www.postcourier.com.pg/no-new-army-recruitment-until-mid-year-col-esso/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1112",1112,"January 25, 2023","Manus schools worried over fees delay","https://www.postcourier.com.pg/manus-schools-worried-over-fees-delay/","Justin","Manus",NA,NA,NA,"School",NA,NA,NA,NA,NA
"1113",1113,"January 25, 2023","Sika: Respect the uniform","https://www.postcourier.com.pg/sika-respect-the-uniform/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114",1114,"January 25, 2023","Confusion over TESAS tickets","https://www.postcourier.com.pg/confusion-over-tesas-tickets/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",1115,"January 25, 2023","Tkatchenko tasks group to conduct independent review","https://www.postcourier.com.pg/tkatchenko-tasks-group-to-conduct-independent-review/","Tkatchenko",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1116",1116,"January 25, 2023","Over 400 soldiers on operations","https://www.postcourier.com.pg/over-400-soldiers-on-operations/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"soldiers",NA
"1117",1117,"January 25, 2023","Health department takes preventative approach","https://www.postcourier.com.pg/health-department-takes-preventative-approach/","Wai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",1118,"January 25, 2023","Defence Force ready to celebrate 50th anniversary","https://www.postcourier.com.pg/defence-force-ready-to-celebrate-50th-anniversary/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNGDF",NA
"1119",1119,"January 25, 2023","Survivor goes to safe house","https://www.postcourier.com.pg/survivor-goes-to-safe-house/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",1120,"January 25, 2023","No funding for monitoring","https://www.postcourier.com.pg/no-funding-for-monitoring/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1121",1121,"January 24, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-228/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",1122,"January 24, 2023","Stringent measures to  control govt spending","https://www.postcourier.com.pg/stringent-measures-to-control-govt-spending/",NA,NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1123",1123,"January 24, 2023","BPNG new acting governor","https://www.postcourier.com.pg/bpng-new-acting-governor0/","Ling-Stuckey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",1124,"January 24, 2023","Heftier fines for illicit drugs","https://www.postcourier.com.pg/heftier-fines-for-illicit-drugs/","Tambua",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1125",1125,"January 24, 2023","Children susceptible to cancer, doctor","https://www.postcourier.com.pg/children-susceptible-to-cancer-doctor/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",1126,"January 24, 2023","Wohengu: We have a used car issue","https://www.postcourier.com.pg/wohengu-we-have-a-used-car-issue/","Elias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",1127,"January 24, 2023","Cheshire home needs maintenance","https://www.postcourier.com.pg/cheshire-home-needs-maintenance/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1128",1128,"January 24, 2023","Long-time residents ordered to move","https://www.postcourier.com.pg/long-time-residents-ordered-to-move/","Henry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",1129,"January 24, 2023","Namah condemns arrest of West Papua governor","https://www.postcourier.com.pg/namah-condemns-arrest-of-west-papua-governor/","Lucas","West Sepik",NA,NA,NA,NA,"Politics",NA,NA,"Defence",NA
"1130",1130,"January 24, 2023","School fee directive confusing","https://www.postcourier.com.pg/school-fee-directive-confusing/","Wenge",NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1131",1131,"January 23, 2023","Front and Back Page","https://www.postcourier.com.pg/front-and-back-page-227/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",1132,"January 23, 2023","Marape: Aust bilateral meeting not wasted","https://www.postcourier.com.pg/marape-aust-bilateral-meeting-not-wasted/","Thomas",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1133",1133,"January 23, 2023","NCD Council of Women proud of Kiap","https://www.postcourier.com.pg/ncd-council-of-women-proud-of-kiap/",NA,"National Capital District",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",1134,"January 23, 2023","Meet and greet a success, says Maima","https://www.postcourier.com.pg/meet-and-greet-a-success-says-maima/","Kua",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1135",1135,"January 23, 2023","Marape launches Wapenamanda to Baiyer-Madang highway","https://www.postcourier.com.pg/marape-launches-wapenamanda-to-baiyer-madang-highway/","Jacob","Madang","Road",NA,NA,NA,"Politics",NA,NA,NA,NA
"1136",1136,"January 23, 2023","Chinese fishing vessels detained in Milne Bay","https://www.postcourier.com.pg/chinese-fishing-vessels-detained-in-milne-bay/","Benjamin",NA,NA,NA,NA,NA,NA,NA,NA,"Defence",NA
"1137",1137,"January 23, 2023","Tourism  opens doors","https://www.postcourier.com.pg/tourism-opens-doors/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138",1138,"January 23, 2023","Barrick Niugini gives March 31 deadline","https://www.postcourier.com.pg/barrick-niugini-gives-march-31-deadline/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139",1139,"January 23, 2023","PM: Donâ€™t waste time","https://www.postcourier.com.pg/pm-dont-waste-time/","Marape",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1140",1140,"January 23, 2023","Schools resume","https://www.postcourier.com.pg/schools-resume-2/",NA,NA,NA,NA,NA,"School",NA,NA,NA,NA,NA
"1141",1141,"January 23, 2023","Morobe, Vitis to go into partnership","https://www.postcourier.com.pg/morobe-vitis-to-go-into-partnership/","Wenge","Morobe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142",1142,"January 20, 2023","â€˜Financial powers given to provincesâ€™","https://www.postcourier.com.pg/financial-powers-given-to-provinces/","Paita",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1143",1143,"January 20, 2023","Computers for Western Highlands police","https://www.postcourier.com.pg/computers-for-western-highlands-police/","John","Western Highlands",NA,NA,"Police",NA,NA,NA,NA,NA,NA
"1144",1144,"January 20, 2023","Sir Bob re-elected as Governor General","https://www.postcourier.com.pg/sir-bob-re-elected-as-governor-general/","Sir",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1145",1145,"January 20, 2023","Former LLG president blasts Sir Puka over lack of health services","https://www.postcourier.com.pg/former-llg-president-blasts-sir-puka-over-lack-of-health-services/","Puka",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1146",1146,"January 20, 2023","Sol-Gen cautions police","https://www.postcourier.com.pg/sol-gen-cautions-police/",NA,NA,NA,NA,"Police",NA,NA,NA,NA,NA,NA
"1147",1147,"January 20, 2023","Former inmate builds churches","https://www.postcourier.com.pg/former-inmate-builds-churches/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148",1148,"January 20, 2023","Inquest into Wanzingâ€™s death resumes","https://www.postcourier.com.pg/inquest-into-wanzings-death-resumes/","Tom",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
"1149",1149,"January 20, 2023","Company donates diapers, baby wipes","https://www.postcourier.com.pg/company-donates-diapers-baby-wipes/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150",1150,"January 20, 2023","Strong winds sweep family home into the sea","https://www.postcourier.com.pg/strong-winds-sweep-family-home-into-the-sea/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151",1151,"January 20, 2023","Keep politics out of vice regal election: Kiap","https://www.postcourier.com.pg/keep-politics-out-of-vice-regal-election-kiap/","Sir",NA,NA,NA,NA,NA,"Politics",NA,NA,NA,NA
